run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage2_3bd_event_final","EVENT_STUDY","OVERALL","ALL","25","25","19","5","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","5","-0.559524","16","-0.165337","2.000","2","25","19290","0","392","85.797","raw_shock_candidates=17151;ticks_processed=2028802"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","EURUSD","2","2","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","2","0.630682","2.000","2","25","19290","0","392","85.797","raw_candidates=1432;ticks=252941;duplicates=252940;events=2"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","GBPUSD","2","2","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","2","0.121785","2.000","2","25","19290","0","392","85.797","raw_candidates=2211;ticks=280404;duplicates=252995;events=2"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","USDJPY","5","5","3","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-1.000000","2.000","2","25","19290","0","392","85.797","raw_candidates=6195;ticks=560213;duplicates=252944;events=5"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","AUDUSD","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","0.051020","2.000","2","25","19290","0","392","85.797","raw_candidates=2827;ticks=323366;duplicates=252940;events=1"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","USDCAD","15","15","11","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-0.449405","10","-0.320134","2.000","2","25","19290","0","392","85.797","raw_candidates=3398;ticks=383920;duplicates=252940;events=15"
"stage2_3bd_event_final","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","25","19290","0","392","85.797","raw_candidates=1088;ticks=227958;duplicates=252941;events=0"
"stage2_3bd_event_final","EVENT_STUDY","SESSION","TOKYO","2","2","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-0.777778","2.000","2","25","19290","0","392","85.797",""
"stage2_3bd_event_final","EVENT_STUDY","SESSION","LONDON","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","25","19290","0","392","85.797",""
"stage2_3bd_event_final","EVENT_STUDY","SESSION","NEW_YORK","10","10","7","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","0.101190","8","0.102094","2.000","2","25","19290","0","392","85.797",""
